jid,species,homo_raw,lumo_raw,hl_gap_hartree_eV,hl_gap_ev_eV,sk_bandgap_eV,excluded
cc-1,NH3NH3,-0.247560,0.076880,8.828462,0.324440,15.829794,
cc-5,HCOOHH2O,-0.290320,0.001150,7.931303,0.291470,6.653658,
cc-9,HCONH2CN2H4,-0.228000,0.035530,7.171017,0.263530,6.020007,
cc-13,NH2COOC2H5,-0.262290,0.050630,8.514987,0.312920,7.296865,
cc-17,CH3CH(NH2)COOH,-0.251840,0.014640,7.251290,0.266480,5.970417,
cc-21,NH2CONH2,-0.250130,0.051400,8.205049,0.301530,6.923227,
cc-25,C4H10O,-0.248100,0.094170,9.313641,0.342270,14.535913,
cc-29,CH3CH2OH,-0.261560,0.076610,9.202074,0.338170,15.131990,
cc-33,CH3CHOHCH3,-0.260710,0.072030,9.054317,0.332740,14.542745,
cc-37,C2H6O2S,-0.289450,0.059330,9.490787,0.348780,13.079172,
cc-41,C4H10OS,-0.216820,0.042820,7.065164,0.259640,10.472595,
cc-45,C5H12O,-0.260950,0.077980,9.222755,0.338930,15.112346,
cc-49,HCO3-,-0.002880,0.293370,8.061373,0.296250,8.385923,
cc-53,C2H6,-0.340080,0.104770,12.104985,0.444850,17.659836,
cc-57,CH3Cl,-0.296450,0.025820,8.769413,0.322270,11.059225,
cc-61,CH2Br2,-0.281670,-0.039370,6.593319,0.242300,9.240127,
cc-65,CH3CCH,-0.259490,0.061960,8.747100,0.321450,8.708006,
cc-69,CH3CH2NH2,-0.229440,0.081330,8.456483,0.310770,14.114214,
cc-73,CH3CH2SH,-0.234920,0.028160,7.158771,0.263080,10.491813,
cc-77,CHONH2,-0.254750,0.029740,7.741367,0.284490,6.662689,
cc-81,CH3SCH3,-0.217010,0.043950,7.101083,0.260960,10.441702,
cc-85,CHBr3,-0.281030,-0.073480,5.647723,0.207550,9.299571,
cc-89,CH3CHClCH3,-0.288680,0.025530,8.550090,0.314210,9.753117,
cc-93,CH2CCl2,-0.266280,-0.016850,6.787336,0.249430,6.691016,
cc-97,CHFCl2,-0.322550,-0.027860,8.018923,0.294690,11.395367,
cc-101,N(CH3)3,-0.207200,0.084180,7.928854,0.291380,0.884384,
cc-105,CBrCl3,-0.304080,-0.086990,5.907320,0.217090,9.644604,
cc-109,C4H10O,-0.259290,0.066020,8.852136,0.325310,14.062349,
cc-113,CF3Cl,-0.348100,-0.006940,9.283437,0.341160,14.693325,
cc-117,C6H14,-0.303190,0.076640,10.335701,0.379830,15.422348,
cc-121,CF3COOH,-0.313430,-0.038690,7.476056,0.274740,5.811824,
cc-125,C2F6,-0.388890,0.085990,12.922143,0.474880,22.787613,
cc-129,C(NH2)H2C(CH3)HCH3,-0.229160,0.078560,8.373488,0.307720,14.092013,
cc-133,CH3CHClCH2CH3,-0.287390,0.026810,8.549818,0.314200,9.675444,
cc-137,CH3COCH2CH3,-0.243450,-0.009760,6.359029,0.233690,5.142672,
cc-141,CHCl2CHO,-0.289890,-0.071870,5.932626,0.218020,4.801117,
cc-145,C3H4O2,-0.277220,-0.050580,6.167189,0.226640,5.092937,
cc-149,CH3COOCH3,-0.269420,0.014550,7.727217,0.283970,6.809867,
cc-153,C4H7NO,-0.248230,-0.027030,6.019159,0.221200,4.937082,
cc-157,C12H10,-0.222190,-0.024780,5.371800,0.197410,4.666542,
cc-161,C3H5Cl3,-0.291620,-0.028620,7.156595,0.263000,8.194600,
cc-165,C6H12,-0.304700,0.084080,10.579243,0.388780,14.700660,
cc-169,C2H4CO3,-0.305350,0.022960,8.933770,0.328310,6.981719,
cc-173,C6H5NO2,-0.278960,-0.089180,5.164177,0.189780,3.956033,
cc-177,C14H14,-0.232030,0.001850,6.364199,0.233880,5.477766,
cc-181,CH2BrCH2Br,-0.282180,-0.031760,6.814275,0.250420,7.091678,
cc-185,CH3CH2CH2CH3,-0.317460,0.094880,11.220343,0.412340,15.905045,
cc-189,CHCCH2CH3,-0.257920,0.057060,8.571042,0.314980,8.472954,
cc-193,CH2ClCH2Cl,-0.306780,-0.006120,8.181375,0.300660,8.971090,
cc-197,C3H6O,-0.254370,0.013530,7.289930,0.267900,6.374074,
cc-201,C2H2O2,-0.269550,-0.114300,4.224568,0.155250,2.599185,
cc-205,C6H14,-0.304440,0.087410,10.662782,0.391850,15.272110,
cc-209,C4H2O3,-0.299280,-0.117130,4.956554,0.182150,3.990932,
cc-213,C6H5CH3,-0.235350,0.005350,6.549781,0.240700,5.730940,
cc-217,C6H5OH,-0.218940,0.001290,5.992764,0.220230,5.259686,
cc-221,CH2CHCH2CH2CH3,-0.248960,0.026560,7.497281,0.275520,6.570864,
cc-225,C3H2N2,-0.349520,-0.016160,9.071188,0.333360,7.411164,
cc-229,NH(C2H5)2,-0.214490,0.088640,8.248588,0.303130,13.187407,
cc-233,HCOOC2H5,-0.280000,0.008150,7.840961,0.288150,6.633533,
cc-237,C4H8S,-0.211360,0.037950,6.784071,0.249310,9.245137,
cc-241,C5H9N,-0.316440,0.036530,9.604803,0.352970,7.164232,
cc-245,C4H10O2,-0.250880,0.085840,9.162618,0.336720,13.997082,
cc-249,C5H5N,-0.252580,-0.022440,6.262428,0.230140,4.560089,
cc-253,C5H11N,-0.214450,0.083910,8.118789,0.298360,13.272652,
cc-257,C9H20,-0.292620,0.090890,10.435839,0.383510,14.841410,
cc-261,CH2C(CH3)CH3,-0.239520,0.031140,7.365034,0.270660,6.340438,
cc-265,C5H8O,-0.235900,-0.014690,6.019431,0.221210,5.000676,
cc-269,HCONHCH3,-0.251730,0.033050,7.749259,0.284780,6.042394,
cc-273,CHOCH2CH2CH3,-0.252420,-0.018800,6.357124,0.233620,5.039574,
cc-277,CO2,-0.369970,0.029910,10.881289,0.399880,9.939668,
cc-281,C2Cl4,-0.261650,-0.040210,6.025689,0.221440,6.162963,
cc-285,HOCH2CH2NH2,-0.243910,0.068980,8.514171,0.312890,13.928619,
cc-289,C5H8,-0.232910,0.033140,7.239589,0.266050,5.993548,
cc-293,NaCN,-0.235510,-0.072040,4.448245,0.163470,4.186583,
cc-297,C5H9NO2,-0.222210,0.004920,6.180522,0.227130,5.321976,
cc-301,CHClCHCl,-0.259620,-0.014630,6.666518,0.244990,6.470846,
cc-305,CH2NN,-0.278720,-0.066090,5.785957,0.212630,3.082603,
cc-309,C5H8,-0.251110,0.098470,9.512556,0.349580,10.218500,
cc-313,C12H8,-0.197000,-0.044570,4.147832,0.152430,3.494849,
cc-317,C7H12,-0.284470,0.079290,9.898414,0.363760,14.488275,
cc-321,C6H12N2,-0.181680,0.069490,6.834684,0.251170,10.739656,
cc-325,C3H6S,-0.217180,0.006510,6.086915,0.223690,8.061261,
cc-329,C3H3NO,-0.251860,-0.000360,6.843664,0.251500,5.533091,
cc-333,C3H3N3,-0.279580,-0.057990,6.029771,0.221590,4.336022,
cc-337,C8H16,-0.284970,0.079590,9.920183,0.364560,14.524525,
cc-341,N2H4,-0.239870,0.075220,8.574036,0.315090,11.237989,
cc-345,C2H5F,-0.321830,0.102030,11.533818,0.423860,17.510866,
cc-349,CBrClF2,-0.308240,-0.058210,6.803663,0.250030,11.228138,
cc-353,C2HF3,-0.254440,0.026520,7.645311,0.280960,7.010118,
cc-357,SF5CF3,-0.391400,-0.081140,8.442605,0.310260,9.681364,
cc-361,SiC,-0.249380,-0.198560,1.382883,0.050820,0.151259,
cc-365,C2H4S,-0.225490,0.008350,6.363111,0.233840,6.765176,
cc-369,C4H6O2,-0.243480,-0.085950,4.286610,0.157530,2.720844,
cc-373,C6H4,-0.258440,-0.070140,5.123904,0.188300,3.259284,
cc-377,CH2(OH)2,-0.278550,0.075620,9.637457,0.354170,15.554079,
cc-381,NH2COOH,-0.272040,0.052990,8.844517,0.325030,7.457002,
cc-385,CaCO3,-0.172520,-0.129370,1.174171,0.043150,5.870849,
cc-389,C2H3NO3,,,,,4.151986,null_homo_lumo
cc-393,C3H6O,-0.241670,0.088130,8.974315,0.329800,13.206041,
cc-397,C3O2,-0.290320,-0.067160,6.072493,0.223160,5.586421,
cc-401,ClCN,-0.336280,-0.014940,8.744107,0.321340,8.053402,
cc-405,CH3CCl(CH3)CH3,-0.285490,0.020070,8.314711,0.305560,9.546472,
cc-409,C4H10O2,-0.249510,0.080350,8.975948,0.329860,13.663585,
cc-413,C6H4F2,-0.241250,-0.020990,5.993580,0.220260,4.907669,
cc-417,CH2SHCH2SH,-0.239550,0.001810,6.567740,0.241360,9.362066,
cc-421,C4H9NO,-0.243360,0.033940,7.545717,0.277300,6.524711,
cc-425,C3H4O2,-0.259380,-0.050690,5.678744,0.208690,4.789204,
cc-429,C3H7ONO,-0.270490,-0.074840,5.323908,0.195650,2.293502,
cc-433,C5H6S,-0.221570,-0.004550,5.905415,0.217020,4.889485,
cc-437,CD4,-0.389060,0.117900,13.795084,0.506960,21.282986,
cc-441,C6H12,-0.217820,0.037290,6.941897,0.255110,5.697202,
cc-445,CH3CHCHCH3,-0.234610,0.036850,7.386803,0.271460,6.183216,
cc-449,C5H8,-0.245170,0.023920,7.322312,0.269090,6.294648,
cc-453,C6H12,-0.248430,0.026840,7.490478,0.275270,6.567294,
cc-457,HCCBr,-0.266410,0.003600,7.347346,0.270010,8.449062,
cc-461,CH3NC,-0.295530,0.035280,9.001799,0.330810,7.154124,
cc-465,COBr2,-0.298460,-0.080850,5.921470,0.217610,6.185177,
cc-469,CH3CCl2CH3,-0.296700,-0.010780,7.780280,0.285920,10.139187,
cc-473,C5H8,-0.235240,0.031050,7.246120,0.266290,6.121382,
cc-477,C5H12O,-0.260830,0.073270,9.091324,0.334100,14.258308,
cc-481,C4H8Cl2,-0.300770,-0.006270,8.013753,0.294500,8.636777,
cc-485,CH3CHCHCH3,-0.234990,0.036290,7.381905,0.271280,6.207209,
cc-489,CH3N3,-0.255400,-0.027880,6.191135,0.227520,4.585196,
cc-493,C2H5NO3,-0.311960,-0.062320,6.793050,0.249640,5.280149,
cc-497,C5H10,-0.234890,0.033970,7.316053,0.268860,6.239264,
cc-501,C5H12S,-0.214080,0.042580,6.984074,0.256660,10.147107,
cc-505,C8H8,-0.203460,-0.045620,4.295045,0.157840,3.144606,
cc-509,C3H6O2,-0.251900,0.097650,9.511740,0.349550,13.014429,
cc-513,C4H4O2,-0.259240,-0.007900,6.839310,0.251340,6.100045,
cc-517,CHD3,-0.388980,0.117890,13.792635,0.506870,21.258984,
cc-521,C2F2,-0.278640,0.041450,8.710093,0.320090,9.717227,
cc-525,C5H8,-0.231450,0.026310,7.014007,0.257760,6.019602,
cc-529,C6H8,-0.223520,0.025790,6.784071,0.249310,5.748823,
cc-533,C4H2N2,-0.307200,-0.112670,5.293431,0.194530,4.271124,
cc-537,CF3CH2F,-0.357440,0.070790,11.652732,0.428230,19.530642,
cc-541,C3H4S3,-0.224800,-0.071420,4.173682,0.153380,3.900405,
cc-545,CDCl3,-0.315940,-0.049820,7.241494,0.266120,10.110786,
cc-549,C4H8O2,-0.210060,0.068470,7.579187,0.278530,6.881141,
cc-553,C5H4O2,-0.253900,-0.099090,4.212595,0.154810,3.132310,
cc-557,C5H11N,-0.229520,0.078350,8.377569,0.307870,13.559566,
cc-561,C4N2,-0.327070,-0.117430,5.704595,0.209640,4.807311,
cc-565,C4H4,-0.183200,-0.047510,3.692313,0.135690,2.965471,
cc-569,C5H8,-0.238570,0.020490,7.049382,0.259060,6.330848,
cc-573,C4H8Cl2,-0.291840,0.013030,8.295935,0.304870,9.609940,
cc-577,C4H6O,-0.204300,0.042480,6.715226,0.246780,5.981014,
cc-581,Mg(OH)2,-0.263130,-0.048450,5.841740,0.214680,8.843997,
cc-585,KOH,-0.138010,-0.048880,2.425351,0.089130,7.147447,
cc-589,Na2O,-0.121720,-0.047040,2.032146,0.074680,6.809966,
cc-593,SiF2,-0.290960,-0.077630,5.805005,0.213330,4.491934,
cc-597,CF3OH,-0.357310,0.051490,11.124015,0.408800,17.773029,
cc-601,C5H6,-0.229970,-0.017090,5.792760,0.212880,5.131643,
cc-605,CCl2,-0.270390,-0.130520,3.806057,0.139870,3.016907,
cc-609,C2H2F2,-0.253790,0.020830,7.472791,0.274620,6.759814,
cc-613,CFCl,-0.285670,-0.110240,4.773693,0.175430,3.106250,
cc-617,CH3OCH2CN,-0.290170,0.006650,8.076884,0.296820,6.491343,
cc-621,FCO+,-0.793590,-0.356230,11.901172,0.437360,10.968777,
cc-625,C5H6,-0.228910,-0.016670,5.775345,0.212240,5.139429,
cc-629,C2H5+,-0.653740,-0.320100,9.078807,0.333640,4.769337,
cc-633,CN+,-0.773540,-0.694260,2.157319,0.079280,3.412900,
cc-637,C2H-,0.034400,0.349130,8.564240,0.314730,7.797744,
cc-641,CH3OO-,0.101850,0.306030,5.556021,0.204180,5.666596,
cc-645,CCH2,-0.287920,-0.093860,5.280642,0.194060,2.945190,
cc-649,CH3+,-0.788270,-0.485360,8.242601,0.302910,17.471634,
cc-653,CHFCHCl,-0.256800,0.000620,7.004755,0.257420,6.671621,
cc-657,CH3CHOH+,-0.623830,-0.328770,8.028992,0.295060,10.647393,
cc-661,C6H12,-0.281050,0.092700,10.170256,0.373750,14.350616,
cc-665,LiCN,-0.254320,-0.058170,5.337513,0.196150,4.442868,
cc-669,SF6,-0.427400,-0.088610,9.218946,0.338790,15.638287,
cc-673,HCO-,0.122070,0.276380,4.198989,0.154310,2.360407,
cc-677,HCCN,-0.268550,-0.177970,2.464807,0.090580,0.174832,
cc-681,ClNO,-0.306540,-0.149730,4.267017,0.156810,3.190903,
cc-685,C6H6,-0.225940,0.002330,6.211543,0.228270,5.873914,
cc-689,C3H3-,0.068230,0.284580,5.887183,0.216350,5.324423,
cc-693,CH3OOH,-0.258340,0.029550,7.833886,0.287890,6.733362,
cc-697,CH3SO2NH2,-0.294690,0.051350,9.416228,0.346040,11.213394,
cc-701,C4H3ClO,-0.227900,0.004770,6.331273,0.232670,5.526082,
cc-705,CH3SSSCH3,-0.241540,-0.049270,5.231933,0.192270,7.546520,
cc-709,CF+,-0.798560,-0.476790,8.755808,0.321770,5.446642,
cc-713,C6H12,-0.234620,0.034170,7.314149,0.268790,6.228868,
cc-717,C5H12S,-0.212590,0.039250,6.852916,0.251840,9.963292,
cc-721,C2H6N2O2,-0.272160,-0.040960,6.291273,0.231200,4.064310,
cc-725,NH2CCNH2,-0.198360,0.074850,7.434423,0.273210,7.780659,
cc-729,CH3CClCHCH3,-0.240290,0.016730,6.993870,0.257020,6.150429,
cc-733,CH3CClCHCH3,-0.239340,0.015500,6.934550,0.254840,6.139386,
cc-737,C6H10,-0.208030,-0.009540,5.401188,0.198490,4.329176,
cc-741,C4H5N,-0.292550,0.027910,8.720161,0.320460,6.919995,
cc-745,C5H12O,-0.260210,0.075490,9.134862,0.335700,14.453054,
cc-749,C8H6,-0.183430,-0.037950,3.958712,0.145480,4.226617,
cc-753,CNOH3,-0.261640,0.044700,8.335936,0.306340,6.242496,
cc-757,C5H10O,-0.241770,0.074690,8.611315,0.316460,13.058420,
cc-764,SeO2,-0.312650,-0.150200,4.420490,0.162450,2.148186,
cc-768,KCl,-0.199350,-0.064800,3.661292,0.134550,6.658995,
cc-772,C2Cl2,-0.266690,-0.000990,7.230065,0.265700,8.798879,
cc-776,CHClCHCH2CH3,-0.247320,0.007490,6.933733,0.254810,6.429702,
cc-780,C6H12,-0.235210,0.031120,7.247208,0.266330,6.295696,
cc-784,HCl,-0.331470,0.010030,9.292688,0.341500,18.311333,
cc-788,H3PO4,-0.301510,0.020490,8.762066,0.322000,14.852968,
cc-792,C6H12,-0.234220,0.034570,7.314149,0.268790,6.202260,
cc-796,HNO3,-0.327910,-0.076590,6.838766,0.251320,6.137820,
cc-800,H2O2,-0.269320,0.024590,7.997699,0.293910,7.299807,
cc-804,N2,-0.426870,-0.024120,10.959386,0.402750,4.766768,
cc-808,D2,-0.433960,0.100090,14.532241,0.534050,19.253151,
cc-812,GeH4,-0.346850,0.052810,10.875303,0.399660,11.234667,
cc-816,H2SO3,-0.293660,0.004880,8.123687,0.298540,10.386110,
cc-820,H2SeO4,-0.325640,-0.067150,7.033871,0.258490,12.683516,
cc-824,FOOF,-0.365950,-0.119470,6.707062,0.246480,5.488308,
cc-828,NF3,-0.351450,0.019580,10.096241,0.371030,2.042455,
cc-832,SiF4,-0.437930,0.006640,12.097366,0.444570,19.912878,
cc-836,AlH3,-0.307030,-0.071110,6.419710,0.235920,6.392032,
cc-840,AsH3,-0.279390,0.022730,8.221104,0.302120,8.566220,
cc-844,BeH2,-0.313060,-0.025080,7.836335,0.287980,5.905620,
cc-848,KF,-0.181950,-0.052150,3.532038,0.129800,9.333309,
cc-852,BrF5,-0.368530,-0.148290,5.993036,0.220240,8.880465,
cc-856,CaH2,-0.211980,-0.043260,4.591105,0.168720,5.131046,
cc-860,ClF3,-0.334550,-0.150570,5.006351,0.183980,7.680648,
cc-864,Cl2O,-0.291430,-0.141000,4.093409,0.150430,4.537700,
cc-868,PH3,-0.275700,0.032030,8.373760,0.307730,14.724119,
cc-872,C5H5NO,-0.242880,-0.094660,4.033272,0.148220,2.373677,
cc-876,C5H5NO,-0.215200,-0.011280,5.548946,0.203920,5.252209,
cc-880,C4H6OS,-0.196530,0.020270,5.899429,0.216800,5.880350,
cc-884,C3H4N2,-0.202540,-0.051540,4.108919,0.151000,3.160101,
cc-892,H2CN+,-0.710890,-0.504830,5.607178,0.206060,2.711684,
cc-896,H3O2+,-0.623130,-0.332480,7.908989,0.290650,8.690333,
cc-900,C2H7+,-0.658950,-0.301870,9.716642,0.357080,8.923514,
cc-904,HOCHNH,-0.276490,0.022770,8.143279,0.299260,6.662689,
cc-908,HNCNH2+,-0.554390,-0.265320,7.865995,0.289070,0.822460,
cc-912,C4H6N+,-0.449090,-0.238720,5.724459,0.210370,3.007732,
cc-916,F2H+,-0.791500,-0.561310,6.263789,0.230190,10.525702,
cc-920,SiHCl3,-0.335300,-0.025340,8.434441,0.309960,13.369926,
cc-924,PCl5,-0.314270,-0.162870,4.119804,0.151400,11.279556,
cc-928,BN,-0.301000,-0.229190,1.954050,0.071810,2.867151,
cc-932,OClO+,-0.688100,-0.514830,4.714917,0.173270,11.314207,
cc-936,N2O5,-0.348350,-0.117510,6.281476,0.230840,5.674958,
cc-940,NO2+,-0.766500,-0.422960,9.348200,0.343540,7.723272,
cc-944,CH2NH2+,-0.653210,-0.319410,9.083161,0.333800,9.417775,
cc-948,NH2Cl,-0.263970,-0.035870,6.206917,0.228100,6.209539,
cc-952,BC-,0.058730,0.114730,1.523838,0.056000,2.499902,
cc-956,GeS2,-0.279570,-0.096660,4.977235,0.182910,4.647024,
cc-960,NO3+,-0.688460,-0.495630,5.247172,0.192830,2.528794,
cc-964,SiN-,-0.001800,0.195770,5.376154,0.197570,0.465935,
cc-968,GaP,-0.215270,-0.181570,0.917024,0.033700,3.589157,
cc-972,C3,-0.326440,-0.157900,4.586207,0.168540,2.004479,
cc-976,SiP-,-0.013990,0.145270,4.333685,0.159260,1.469456,
cc-980,LiO+,-0.624690,-0.543690,2.204122,0.081000,6.794927,
cc-984,PO2+,-0.693800,-0.473460,5.995757,0.220340,6.484376,
cc-988,P4,-0.272060,-0.037740,6.376172,0.234320,4.135983,
cc-992,NCl,-0.224670,-0.165580,1.607921,0.059090,3.257987,
cc-996,BS+,-0.598290,-0.517630,2.194870,0.080660,0.807332,
cc-1000,AsP,-0.274060,-0.099230,4.757367,0.174830,3.152125,
cc-1004,ClOOCl,-0.318710,-0.138550,4.902403,0.180160,4.379192,
cc-1008,CP+,-0.603130,-0.548970,1.473769,0.054160,4.370927,
cc-1012,O3H+,-0.675090,-0.522340,4.156539,0.152750,7.203960,
cc-1016,CH3BH2,-0.317890,-0.038790,7.594698,0.279100,4.362806,
cc-1020,Li3+,-0.311730,-0.198870,3.071077,0.112860,2.023931,
cc-1024,AsH,-0.193840,-0.168860,0.679740,0.024980,7.757018,
cc-1028,BrNO,-0.283850,-0.145750,3.757892,0.138100,2.429311,
cc-1032,HCF,-0.243460,-0.094740,4.046877,0.148720,2.177233,
cc-1036,H2S2,-0.268430,-0.054050,5.833577,0.214380,8.098147,
cc-1040,CuF,-0.225430,-0.106320,3.241148,0.119110,2.360015,
cc-1044,D2S,-0.261530,0.019650,7.651298,0.281180,14.375910,
cc-1048,SiCl2,-0.283560,-0.119270,4.470559,0.164290,2.149403,
cc-1052,AlCl,-0.253560,-0.068160,5.044991,0.185400,3.039738,
cc-1056,BeH-,0.110060,0.210730,2.739370,0.100670,2.255723,
cc-1060,ClF5,-0.372790,-0.163010,5.708405,0.209780,8.858267,
cc-1064,FSSF,-0.293720,-0.066260,6.189502,0.227460,8.395152,
cc-1068,NH3BF3,-0.336510,0.023840,9.805623,0.360350,12.586203,
cc-1072,SiH3-,0.033060,0.259790,6.169638,0.226730,10.642153,
cc-1076,B2O2,-0.379390,-0.083190,8.060013,0.296200,6.002666,
cc-1080,DOCl,-0.283970,-0.080720,5.530714,0.203250,5.887193,
cc-1084,BH3NH3,-0.267370,0.027430,8.021917,0.294800,10.440336,
cc-1088,SF5Cl,-0.355330,-0.142700,5.785957,0.212630,11.637030,
cc-1092,BeCl+,-0.581550,-0.407460,4.737230,0.174090,3.186872,
cc-1096,H3PO,-0.284270,0.014400,8.127225,0.298670,16.238686,
cc-1100,HSSSH,-0.269180,-0.071620,5.375881,0.197560,7.681475,
cc-1104,BrF,-0.304570,-0.125920,4.861314,0.178650,6.816694,
cc-1108,HS-,0.047270,0.308860,7.118227,0.261590,16.008793,
cc-1112,CH3C(NH2)HCH2CH3,-0.229220,0.076610,8.322058,0.305830,13.580997,
cc-1116,GaF,-0.275900,-0.057630,5.939429,0.218270,4.296582,
cc-1120,H3O+,-0.742040,-0.268660,12.881326,0.473380,17.818041,
cc-1124,ZnH2,-0.283860,-0.030060,6.906250,0.253800,5.995170,
cc-1128,MgH-,0.047100,0.136200,2.424535,0.089100,2.770806,
cc-1132,Be2,-0.180230,-0.071750,2.951891,0.108480,2.338855,
cc-1136,BH2+,-0.748440,-0.407920,9.266021,0.340520,4.835527,
cc-1140,AlO+,-0.561880,-0.481000,2.200857,0.080880,4.269824,
cc-1144,CF3COO-,-0.037120,0.233710,7.369660,0.270830,5.523703,
cc-1148,AsH2+,-0.593630,-0.457730,3.698027,0.135900,6.576479,
cc-1152,SO4--,0.195570,0.562510,9.984946,0.366940,14.342928,
cc-1156,HDO,-0.291190,0.062600,9.627116,0.353790,17.679348,
cc-1160,MgCl+,-0.500960,-0.370730,3.543739,0.130230,5.677706,
cc-1164,SCl+,-0.543940,-0.507770,0.984236,0.036170,10.827511,
cc-1168,NBr3,-0.277400,-0.147800,3.526596,0.129600,4.113337,
cc-1172,C4H6O,-0.249410,-0.058450,5.196286,0.190960,4.152458,
cc-1176,PF,-0.190280,-0.155670,0.941786,0.034610,11.456844,
cc-1180,C3H5Cl,-0.247720,0.008910,6.983258,0.256630,6.367568,
cc-1184,C6H4,-0.229870,-0.056130,4.727706,0.173740,4.371877,
cc-1188,S2F2,-0.286130,-0.093340,5.246083,0.192790,8.435460,
cc-1192,C5H6N+,-0.478570,-0.257820,6.006914,0.220750,1.146770,
cc-1196,CHBr,-0.243620,-0.123410,3.271081,0.120210,1.496171,
cc-1200,PN,-0.325770,-0.083610,6.589509,0.242160,4.762481,
cc-1204,B4H10,-0.325740,0.009580,9.124522,0.335320,6.314486,
cc-1208,C4H6(CH3)2,-0.283950,0.083480,9.998280,0.367430,14.318428,
cc-1212,B2H6,-0.328650,-0.029660,8.135932,0.298990,5.449729,
cc-1216,BBr,-0.254410,-0.070380,5.007711,0.184030,2.544190,
cc-1220,BCl,-0.259680,-0.065680,5.279009,0.194000,4.288380,
cc-1224,CH3CHNH,-0.259810,0.005100,7.208568,0.264910,5.223809,
cc-1228,BrOBr,-0.272550,-0.145330,3.461833,0.127220,4.479196,
cc-1232,C4H4N-,0.030500,0.303440,7.427076,0.272940,5.747017,
cc-1236,AlN,-0.236870,-0.178500,1.588329,0.058370,1.524556,
cc-1240,CH6N3+,-0.484150,-0.176700,8.366141,0.307450,7.884468,
cc-1244,H2OH2O,-0.265030,0.040180,8.305187,0.305210,17.577522,
cc-1248,F3-,-0.042730,0.137380,4.901043,0.180110,3.418357,
cc-1252,Li3N,-0.107570,-0.033830,2.006568,0.073740,5.187420,
cc-1256,AsN,-0.309310,-0.089510,5.981063,0.219800,2.916133,
cc-1261,ClOF3,-0.364440,-0.152880,5.756841,0.211560,8.349037,
cc-1265,LiN,-0.171990,-0.110360,1.677038,0.061630,5.069225,
cc-1269,CHFClCHClF,-0.322050,-0.021360,8.182192,0.300690,9.707558,
cc-1273,HCS+,-0.651210,-0.374470,7.530479,0.276740,5.776762,
cc-1277,BeN-,0.051640,0.111350,1.624792,0.059710,4.077046,
cc-1281,NH3O,-0.186470,0.023550,5.714935,0.210020,14.647012,
cc-1285,H2Cl+,-0.680720,-0.306670,10.178419,0.374050,3.069706,
cc-1289,CH3NHN2+,-0.543640,-0.314570,6.233312,0.229070,0.936302,
cc-1293,H2COO,-0.241950,-0.088960,4.163070,0.152990,4.778784,
cc-1297,C4F4,-0.209420,-0.077060,3.601699,0.132360,2.409411,
cc-1301,C6H8,-0.215310,-0.033030,4.960091,0.182280,3.881862,
cc-1306,C4H7NO,-0.282240,0.009200,7.930486,0.291440,6.409457,
cc-1314,CNO-,0.022180,0.319710,8.096204,0.297530,6.982604,
cc-1318,FONO,-0.321200,-0.112330,5.683642,0.208870,2.728650,
cc-1322,PPO,-0.278140,-0.104160,4.734237,0.173980,4.147429,
cc-1326,ONONO,-0.298200,-0.123300,4.759271,0.174900,1.975070,
cc-1330,CH2BOH,-0.199080,0.017820,5.902150,0.216900,4.703137,
cc-1334,CNF,-0.343490,-0.021750,8.754991,0.321740,7.778144,
