jid,species,homo_raw,lumo_raw,hl_gap_hartree_eV,hl_gap_ev_eV,sk_bandgap_eV,excluded
cc-2,H2OH2CO,-0.279030,-0.055340,6.086915,0.223690,4.831962,
cc-6,H2OHCOOH,-0.286150,-0.003910,7.680142,0.282240,6.676465,
cc-10,CH3SeH,-0.220710,0.013140,6.363383,0.233850,8.359492,
cc-14,NC4H12+,-0.580360,-0.132000,12.200497,0.448360,14.303179,
cc-18,HO2CCHNH2CH2OH,-0.245550,-0.013420,6.316579,0.232130,5.501966,
cc-22,NH2CONH2,-0.250130,0.051400,8.205049,0.301530,6.923227,
cc-26,CH3CONH2,-0.243480,0.034850,7.573745,0.278330,6.618494,
cc-30,HCOOH,-0.291680,-0.000690,7.918241,0.290990,6.720956,
cc-34,CH3COCH3,-0.244190,-0.011140,6.341614,0.233050,5.271081,
cc-38,C2Cl6,-0.315230,-0.058070,6.997680,0.257160,9.382834,
cc-42,C3H7OH,-0.261490,0.077640,9.228197,0.339130,15.176781,
cc-46,C6H6,-0.246290,0.003620,6.800398,0.249910,6.062120,
cc-50,CH3CCl3,-0.308230,-0.045190,7.157683,0.263040,10.510954,
cc-54,C2H6,-0.340080,0.104770,12.104985,0.444850,17.659836,
cc-58,CH3NH2,-0.228640,0.084530,8.521790,0.313170,14.600607,
cc-62,C2H5Br,-0.268110,0.004350,7.414014,0.272460,8.557665,
cc-66,CH3CH2Cl,-0.291580,0.027760,8.689684,0.319340,10.271893,
cc-70,CH3CN,-0.326430,0.036670,9.880454,0.363100,8.013959,
cc-74,CH2Cl2,-0.309670,-0.016040,7.990079,0.293630,10.470279,
cc-78,HNCO,-0.302100,0.002920,8.300017,0.305020,7.449073,
cc-82,C3H6,-0.287650,0.105590,10.700606,0.393240,11.953392,
cc-86,CH3CHBrCH3,-0.265330,0.002220,7.280406,0.267550,8.153217,
cc-90,CH3CH(NH2)CH3,-0.229460,0.076340,8.321242,0.305800,13.796780,
cc-94,CH3COCl,-0.300190,-0.041580,7.037137,0.258610,6.317590,
cc-98,CCl2O,-0.326420,-0.065100,7.110879,0.261320,6.981335,
cc-102,CH3NO2,-0.294940,-0.069750,6.127732,0.225190,4.578322,
cc-106,CF3Br,-0.314450,-0.034310,7.622998,0.280140,12.226700,
cc-110,CH3CF2Cl,-0.322970,0.006830,8.974315,0.329800,12.299258,
cc-114,CF4,-0.428560,0.178930,16.530645,0.607490,32.290028,
cc-118,CCl3CHO,-0.301950,-0.079600,6.050452,0.222350,5.055584,
cc-122,CF2ClCFCl2,-0.329070,-0.045620,7.713067,0.283450,10.558577,
cc-126,C3F8,-0.370830,0.049380,11.434497,0.420210,20.022295,
cc-130,CH3CH(CH3)CN,-0.318150,0.035790,9.631198,0.353940,7.403469,
cc-134,CH2ClCHClCH3,-0.301850,-0.007170,8.018651,0.294680,8.709879,
cc-138,C3H4O2,-0.256470,-0.099520,4.270827,0.156950,2.667651,
cc-142,C3H7NO,-0.244360,0.033260,7.554425,0.277620,6.494651,
cc-146,HOCH2COOH,-0.274700,-0.007120,7.281223,0.267580,6.606867,
cc-150,C6H14,-0.302040,0.083750,10.497881,0.385790,14.914705,
cc-154,C2H4N2S2,-0.224040,-0.097040,3.455846,0.127000,3.083732,
cc-158,C6H4Cl2,-0.251490,-0.024110,6.187325,0.227380,5.537873,
cc-162,C5H10O,-0.242470,-0.008270,6.372907,0.234200,5.036783,
cc-166,C5H10O,-0.257210,0.073930,9.010778,0.331140,14.169598,
cc-170,C5H7N,-0.199210,0.046950,6.698355,0.246160,5.974366,
cc-174,C6H5CH2CH3,-0.235770,0.005210,6.557400,0.240980,5.799202,
cc-178,C12H10N2,-0.224810,-0.079700,3.948644,0.145110,1.181210,
cc-182,CH2BrCH2Br,-0.282180,-0.031760,6.814275,0.250420,7.091678,
cc-186,CH2CHCH2CH3,-0.249890,0.025950,7.505989,0.275840,6.638255,
cc-190,CH2CHCHO,-0.257130,-0.065000,5.228124,0.192130,4.020452,
cc-194,CH2ClCH2OH,-0.281760,0.019850,8.207226,0.301610,10.192969,
cc-198,C3H4O,-0.258990,0.026400,7.765858,0.285390,7.984741,
cc-202,CH3CHNOH,-0.248660,0.009710,7.030606,0.258370,5.165867,
cc-206,C4H10O2,-0.255460,0.068810,8.823836,0.324270,14.149148,
cc-210,C3Cl3N3,-0.319990,-0.089220,6.279572,0.230770,5.057194,
cc-214,C6H5Cl,-0.246440,-0.012550,6.364471,0.233890,5.649171,
cc-218,C5H5NO,-0.235320,-0.022590,5.788678,0.212730,4.381253,
cc-222,CH2ClCH2CH2CH3,-0.288890,0.027970,8.622200,0.316860,10.238943,
cc-226,C3H8S2,-0.237820,0.012290,6.805840,0.250110,10.230946,
cc-230,C2H3OC2H5,-0.216480,0.040190,6.984347,0.256670,6.414734,
cc-234,C4H5N,-0.201530,0.050960,6.870603,0.252490,6.016335,
cc-238,C4H4S,-0.232830,-0.007600,6.128821,0.225230,5.140567,
cc-242,C4H4N2,-0.339680,-0.001660,9.197993,0.338020,7.037963,
cc-246,C6H12,-0.291950,0.087750,10.332163,0.379700,15.042381,
cc-250,C5H8O,-0.210180,0.044620,6.933461,0.254800,6.143395,
cc-254,C3H7OC3H7,-0.248560,0.089160,9.189829,0.337720,14.200533,
cc-258,CH5N3,-0.227930,0.056060,7.727762,0.283990,6.560431,
cc-262,CH2C(CH3)OCH3,-0.216160,0.039930,6.968564,0.256090,6.305454,
cc-266,C6H15N,-0.204110,0.092090,8.060013,0.296200,13.143280,
cc-270,HCONHCH3,-0.251730,0.033050,7.749259,0.284780,6.042394,
cc-274,C4H9N,-0.214590,0.082400,8.081510,0.296990,12.968311,
cc-278,CH3NHCH3,-0.215080,0.086780,8.214029,0.301860,13.685318,
cc-282,C16H10,-0.195740,-0.054380,3.846602,0.141360,3.037618,
cc-286,CHOCH2OH,-0.278260,-0.041740,6.436037,0.236520,5.028024,
cc-290,C6H12O2,-0.273700,0.012400,7.785178,0.286100,6.617485,
cc-294,NaCN,-0.235510,-0.072040,4.448245,0.163470,4.186583,
cc-298,KCN,-0.189200,-0.065750,3.359246,0.123450,4.795649,
cc-302,CHClCHCl,-0.259860,-0.019150,6.550053,0.240710,6.445739,
cc-306,CH2O2,-0.276120,-0.032960,6.616721,0.243160,4.741380,
cc-310,C24H12,-0.200310,-0.051910,4.038170,0.148400,3.312603,
cc-314,C10H8,-0.190390,-0.067140,3.353803,0.123250,2.761023,
cc-318,C8H14,-0.276730,0.068980,9.407248,0.345710,14.152170,
cc-322,C10H16,-0.273350,0.069330,9.324798,0.342680,13.829439,
cc-326,C3H4N2,-0.243270,0.024020,7.273331,0.267290,5.366779,
cc-330,CH2N4,-0.293140,-0.023260,7.343809,0.269880,4.587286,
cc-334,C2H2N4,-0.250670,-0.115700,3.672721,0.134970,1.452371,
cc-338,C8H16,-0.284970,0.079590,9.920183,0.364560,14.524525,
cc-342,CFClCFCl,-0.257620,-0.008020,6.791962,0.249600,6.538003,
cc-346,COFCl,-0.337420,-0.042220,8.032801,0.295200,8.019261,
cc-350,CF3CN,-0.383740,-0.027970,9.680995,0.355770,7.237921,
cc-354,CHF2CHF2,-0.337780,0.078960,11.340073,0.416740,18.491854,
cc-358,CF3OF,-0.354400,-0.088140,7.245304,0.266260,8.029764,
cc-362,NH2CN,-0.272630,0.034760,8.364508,0.307390,6.731846,
cc-366,CH3CF3,-0.374040,0.106400,13.073438,0.480440,19.551437,
cc-370,C4H2,-0.258090,-0.020630,6.461616,0.237460,6.484474,
cc-374,CH2CCH2,-0.262960,0.020640,7.717149,0.283600,6.746107,
cc-378,OCS,-0.304650,-0.033600,7.375646,0.271050,6.889199,
cc-382,H2CO3,-0.296340,0.035080,9.018398,0.331420,8.600610,
cc-386,CHCl2CHF2,-0.320940,-0.025590,8.036883,0.295350,10.255865,
cc-390,C4H8O2,-0.251150,0.093570,9.380309,0.344720,13.127670,
cc-394,C3H8O2,-0.244560,0.055800,8.173212,0.300360,14.190683,
cc-398,C4H8O2,-0.260180,0.091750,9.576503,0.351930,13.862723,
cc-402,CSe2,-0.254010,-0.078820,4.767163,0.175190,4.644185,
cc-406,C5H10,-0.225650,0.038000,7.174282,0.263650,5.952656,
cc-410,C5H6O,-0.212540,0.023300,6.417533,0.235840,5.420411,
cc-414,CH2ClCH2CH3,-0.290430,0.026810,8.632540,0.317240,10.296265,
cc-418,CH3OC2H5,-0.249840,0.093750,9.349560,0.343590,14.846684,
cc-422,C3H5ClO2,-0.302680,-0.005810,8.078244,0.296870,7.265875,
cc-426,C5H6,-0.211570,-0.009840,5.489353,0.201730,4.604788,
cc-430,Zn(CH3)2,-0.245490,0.004910,6.813731,0.250400,6.464974,
cc-434,CH2CHOH,-0.228400,0.041720,7.350340,0.270120,6.684027,
cc-438,CD3F,-0.332500,0.105800,11.926751,0.438300,20.877895,
cc-442,C4H9NO,-0.241300,0.035800,7.540275,0.277100,6.483482,
cc-446,CH2CCHCH3,-0.246150,0.024670,7.369388,0.270820,6.358714,
cc-450,C5H8,-0.241420,0.032930,7.465444,0.274350,6.455669,
cc-454,C6H10,-0.245570,0.019470,7.212106,0.265040,6.296658,
cc-458,HCCCl,-0.273640,0.026620,8.170491,0.300260,8.947153,
cc-462,CH3OCl,-0.270740,-0.075740,5.306220,0.195000,5.505440,
cc-466,CHFClBr,-0.299030,-0.044040,6.938631,0.254990,10.042080,
cc-470,C3H8O2S,-0.283040,0.060920,9.359628,0.343960,12.256508,
cc-474,C2H6N2O,-0.240430,0.057770,8.114435,0.298200,6.557440,
cc-478,N(CH3)2CONH2,-0.230400,0.057770,7.841505,0.288170,6.099129,
cc-482,C2H6O3S,-0.270710,-0.004200,7.252107,0.266510,9.081259,
cc-486,C2H4F2,-0.323110,0.094760,11.370822,0.417870,18.021809,
cc-490,CH3ONO,-0.280050,-0.075690,5.560919,0.204360,2.537291,
cc-494,C4H8OS,-0.248160,-0.013590,6.382975,0.234570,5.064141,
cc-498,C4H5N,-0.272570,-0.044690,6.200931,0.227880,4.955131,
cc-502,C5H12O,-0.247850,0.093910,9.299763,0.341760,14.631922,
cc-506,CO,-0.371450,-0.021770,9.515278,0.349680,5.548564,
cc-510,C3H6O2,-0.251900,0.097650,9.511740,0.349550,13.014429,
cc-514,CH3D,-0.388980,0.117890,13.792635,0.506870,21.258984,
cc-518,C4F6,-0.234210,-0.033990,5.448264,0.200220,4.671036,
cc-522,CH3OOCH3,-0.242620,0.032260,7.479866,0.274880,6.333842,
cc-526,C6H10,-0.223280,0.037200,7.088022,0.260480,5.823098,
cc-530,C5H9N,-0.214240,0.028770,6.612639,0.243010,5.648073,
cc-534,C3H7N,-0.232410,0.089700,8.765060,0.322110,10.942793,
cc-538,C6H8,-0.209230,-0.044360,4.486341,0.164870,3.625085,
cc-542,C6H8,-0.221340,0.019250,6.546787,0.240590,5.596368,
cc-546,CH3Li,-0.169330,-0.042990,3.437887,0.126340,5.239257,
cc-550,CH2CHCH2CH2Cl,-0.261830,0.013620,7.495376,0.275450,6.588861,
cc-554,C5H4O2,-0.247920,-0.062110,5.056148,0.185810,3.721780,
cc-558,C4H6OS,-0.231110,-0.030980,5.445815,0.200130,4.389967,
cc-562,SiH2(CH3)2,-0.307770,0.057430,9.937598,0.365200,12.883902,
cc-566,C4H4,-0.118340,-0.118380,-0.001088,-0.000040,2.965471,
cc-570,C4H6S,-0.200020,0.016920,5.903238,0.216940,5.319297,
cc-574,C4H5N,-0.272850,-0.044860,6.203924,0.227990,4.946788,
cc-578,GaAs,-0.198290,-0.176070,0.604637,0.022220,0.658216,
cc-582,Mg(OH)2,-0.263130,-0.048450,5.841740,0.214680,8.843997,
cc-586,LiOH,-0.207510,-0.042040,4.502668,0.165470,6.884515,
cc-590,ZnO,-0.243800,-0.150460,2.539911,0.093340,4.952887,
cc-594,GeH3CH3,-0.316390,0.049570,9.958279,0.365960,11.502058,
cc-598,FCN,-0.352730,0.032780,10.490262,0.385510,9.287221,
cc-602,C5H8,-0.218100,-0.016390,5.488809,0.201710,4.501689,
cc-606,C5H10S,-0.213600,0.045510,7.050742,0.259110,10.015877,
cc-610,C5H12O,-0.244640,0.080690,8.852680,0.325330,13.503755,
cc-614,C4H6O,-0.230120,0.018340,6.760941,0.248460,5.714148,
cc-618,C6H10,-0.232820,0.031900,7.203398,0.264720,5.985911,
cc-622,C5H12S,-0.231360,0.028620,7.074416,0.259980,10.169996,
cc-626,C5H8,-0.217670,-0.015160,5.510578,0.202510,4.519919,
cc-630,C2H5+,-0.653740,-0.320100,9.078807,0.333640,4.769337,
cc-634,C5H12S,-0.230710,0.027700,7.031694,0.258410,9.786158,
cc-638,C2H+,-0.658830,-0.645660,0.358374,0.013170,7.675907,
cc-642,CH3OO+,-0.615210,-0.503460,3.040872,0.111750,11.487468,
cc-646,CF2,-0.297230,-0.077610,5.976165,0.219620,3.017705,
cc-650,CF3-,0.051900,0.399820,9.467386,0.347920,13.533224,
cc-654,CH3CBr3,-0.274710,-0.069800,5.575885,0.204910,8.826754,
cc-658,NH2CH2NH2,-0.220400,0.070060,7.903819,0.290460,13.973312,
cc-662,C6H12,-0.281050,0.092700,10.170256,0.373750,14.350616,
cc-666,CH2,-0.243540,-0.121450,3.322238,0.122090,0.846351,
cc-670,HOCO+,-0.704320,-0.328590,10.224134,0.375730,0.842732,
cc-674,HCO+,-0.825030,-0.383770,12.007296,0.441260,8.919542,
cc-678,C2H3-,0.092380,0.306560,5.828135,0.214180,4.939672,
cc-682,SO2F2,-0.370240,-0.036500,9.081528,0.333740,15.289150,
cc-686,C6H6,-0.225940,0.002330,6.211543,0.228270,5.873914,
cc-690,C3H3-,0.068230,0.284580,5.887183,0.216350,5.324423,
cc-694,C3H8O2,-0.253230,0.029870,7.703543,0.283100,6.759404,
cc-698,C6H2,-0.245110,-0.056140,5.142136,0.188970,5.032294,
cc-702,C6H6,-0.241190,-0.071660,4.613146,0.169530,3.974189,
cc-706,C4H11NO,-0.231170,0.062900,8.002052,0.294070,9.288286,
cc-710,CCl+,-0.677210,-0.440940,6.429234,0.236270,5.347766,
cc-714,C6H12,-0.234620,0.034170,7.314149,0.268790,6.228868,
cc-718,CH3NNCH3,-0.221450,-0.027950,5.265403,0.193500,1.805081,
cc-722,CHOCHCHCH3,-0.248800,-0.054780,5.279553,0.194020,4.161571,
cc-726,CH3N5,-0.255840,-0.004960,6.826793,0.250880,3.721473,
cc-730,C5H10S,-0.210820,0.038430,6.782438,0.249250,9.244266,
cc-734,C3H4O,-0.236700,-0.032970,5.543776,0.203730,4.537129,
cc-738,C6H10,-0.207560,-0.008550,5.415338,0.199010,4.344081,
cc-742,C6H6O,-0.238080,-0.057270,4.920091,0.180810,3.753908,
cc-746,C6H10,-0.208480,-0.010670,5.382684,0.197810,4.307071,
cc-750,B3N3H6,-0.275260,0.025070,8.172396,0.300330,5.401491,
cc-754,HCP,-0.282910,-0.046920,6.421615,0.235990,5.226123,
cc-758,C3H4O2S,-0.289410,-0.040830,6.764206,0.248580,5.947300,
cc-765,SO2,-0.330130,-0.132970,5.364997,0.197160,3.210599,
cc-769,LiCl,-0.248100,-0.060510,5.104584,0.187590,6.293900,
cc-773,LiH,-0.195420,-0.045900,4.068646,0.149520,4.808430,
cc-777,ClFO3,-0.364220,-0.125400,6.498623,0.238820,9.422529,
cc-781,NaH,-0.185810,-0.057640,3.487683,0.128170,5.280338,
cc-785,NaCl,-0.223640,-0.076220,4.011503,0.147420,6.666319,
cc-789,HF,-0.376240,0.061660,11.915866,0.437900,25.648834,
cc-793,C6H12,-0.234220,0.034570,7.314149,0.268790,6.202260,
cc-797,DCl,-0.331470,0.010030,9.292688,0.341500,18.311333,
cc-801,H2O2,-0.269320,0.024590,7.997699,0.293910,7.299807,
cc-805,H2O,-0.291190,0.062600,9.627116,0.353790,17.679848,
cc-809,F2,-0.392010,-0.127220,7.205303,0.264790,9.331145,
cc-813,HNO2,-0.293620,-0.088720,5.575613,0.204900,2.284516,
cc-817,H2SO3,-0.293660,0.004880,8.123687,0.298540,10.386110,
cc-821,MgF2,-0.344290,-0.068390,7.507621,0.275900,11.080499,
cc-825,ZnF2,-0.342220,-0.060240,7.673067,0.281980,8.642488,
cc-829,PF3,-0.322570,-0.004030,8.667915,0.318540,0.911223,
cc-833,TiF4,-0.425150,-0.106230,8.678255,0.318920,8.099638,
cc-837,AsCl3,-0.311570,-0.084380,6.182155,0.227190,7.579177,
cc-841,MgCl2,-0.316320,-0.078710,6.465697,0.237610,8.278927,
cc-845,BrF3,-0.316170,-0.147370,4.593282,0.168800,7.670252,
cc-849,LiF,-0.264010,-0.049240,5.844189,0.214770,9.073875,
cc-853,PBr3,-0.280510,-0.088560,5.223226,0.191950,6.056227,
cc-857,CaH2,-0.211980,-0.043260,4.591105,0.168720,5.131046,
cc-861,HOCl,-0.283970,-0.080720,5.530714,0.203250,5.887193,
cc-865,SeOCl2,-0.318650,-0.126400,5.231389,0.192250,5.695591,
cc-869,SiH4,-0.353010,0.051200,10.999114,0.404210,14.870508,
cc-873,C5H5NO,-0.247420,-0.068260,4.875192,0.179160,3.287677,
cc-877,C3H4O,-0.223850,-0.003390,5.999022,0.220460,5.528752,
cc-881,C4H6OS,-0.209280,0.014530,6.090180,0.223810,5.533235,
cc-885,PH4+,-0.699320,-0.220360,13.033166,0.478960,2.045437,
cc-889,C3H3+,-0.639970,-0.292440,9.456773,0.347530,7.145026,
cc-893,CNH2+,-0.648050,-0.423400,6.113038,0.224650,2.403239,
cc-897,H3CO3+,-0.623080,-0.255440,10.003994,0.367640,8.122816,
cc-901,HOCHCCHOH,-0.233550,0.015110,6.766383,0.248660,6.432554,
cc-905,HOCHNH,-0.276490,0.022770,8.143279,0.299260,6.662689,
cc-909,CH5N2O+,-0.499690,-0.194450,8.306004,0.305240,5.209367,
cc-913,CH2ClCH2OH2+,-0.466330,-0.235980,6.268143,0.230350,3.741584,
cc-917,FNO2,-0.358730,-0.101390,7.002578,0.257340,6.462842,
cc-921,NCl3,-0.295980,-0.139520,4.257493,0.156460,4.741692,
cc-925,O3,-0.335180,-0.184630,4.096674,0.150550,1.491431,
cc-929,H3BO3,-0.311890,0.060330,10.128622,0.372220,8.703716,
cc-933,GeCl2,-0.293340,-0.125760,4.560084,0.167580,4.114948,
cc-937,NO-,0.200630,0.262650,1.687650,0.062020,3.633317,
cc-941,BBr3,-0.287510,-0.074420,5.798474,0.213090,5.153020,
cc-945,S8,-0.274520,-0.105170,4.608248,0.169350,5.730949,
cc-949,C3O,-0.306530,-0.107240,5.422957,0.199290,5.015937,
cc-953,BC+,-0.576760,-0.515640,1.663160,0.061120,1.809000,
cc-957,LiK,-0.117550,-0.052090,1.781257,0.065460,1.176647,
cc-961,NO3+,-0.688460,-0.495630,5.247172,0.192830,2.528794,
cc-965,NaK,-0.116750,-0.053690,1.715950,0.063060,1.108330,
cc-969,C2,-0.318070,-0.251880,1.801122,0.066190,3.492620,
cc-973,C5H5-,0.041260,0.303330,7.131288,0.262070,6.961065,
cc-977,SiP+,-0.478970,-0.442280,0.998386,0.036690,2.090977,
cc-981,CO3--,0.310740,0.599660,7.861914,0.288920,0.201704,
cc-985,C6H7+,-0.475080,-0.314330,4.374230,0.160750,3.075680,
cc-989,Se2,-0.203560,-0.176380,0.739605,0.027180,8.778915,
cc-997,AlS-,-0.010870,0.140800,4.127151,0.151670,2.764270,
cc-1001,Na2Cl2,-0.384720,0.011870,10.791764,0.396590,6.725737,
cc-1005,SO2H+,-0.637460,-0.430820,5.622961,0.206640,9.964333,
cc-1009,NaLi,-0.132460,-0.053750,2.141808,0.078710,1.365872,
cc-1013,SiS,-0.288000,-0.093230,5.299962,0.194770,2.554902,
cc-1021,N3-,0.042400,0.318540,7.514152,0.276140,5.446429,
cc-1025,SeO,-0.215380,-0.176410,1.060428,0.038970,12.361403,
cc-1029,ClNO2,-0.331410,-0.126300,5.581327,0.205110,5.628243,
cc-1033,Fe(CO)5,-0.251170,-0.050360,5.464318,0.200810,4.740888,
cc-1037,SiH3Br,-0.293630,-0.014560,7.593882,0.279070,8.270766,
cc-1041,AlFCl2,-0.339540,-0.063950,7.499186,0.275590,7.447204,
cc-1045,SiH3F,-0.344670,0.002100,9.436092,0.346770,14.744782,
cc-1049,GaH,-0.212830,-0.072350,3.822656,0.140480,3.398855,
cc-1053,AlF,-0.252660,-0.048940,5.543504,0.203720,4.363277,
cc-1057,BeH+,-0.623660,-0.407740,5.875483,0.215920,2.150096,
cc-1061,ClO2F,-0.347590,-0.128420,5.963920,0.219170,6.686047,
cc-1065,ScF3,-0.371820,-0.090310,7.660277,0.281510,7.864417,
cc-1069,SiS2,-0.287520,-0.100060,5.101046,0.187460,5.028538,
cc-1073,SiH3+,-0.644930,-0.386770,7.024891,0.258160,6.827435,
cc-1077,BF,-0.269000,-0.023580,6.678218,0.245420,4.352305,
cc-1081,NH2-,0.163280,0.379070,5.871945,0.215790,12.877876,
cc-1085,NH,-0.255160,-0.185940,1.883572,0.069220,14.210852,
cc-1089,N2F2,-0.374540,-0.086470,7.838784,0.288070,4.225724,
cc-1093,AlF2Cl,-0.347870,-0.062050,7.777558,0.285820,7.784558,
cc-1097,BO2-,-0.007920,0.335660,9.349288,0.343580,9.050716,
cc-1101,HSSSH,-0.269180,-0.071620,5.375881,0.197560,7.681475,
cc-1105,HOClO,-0.250020,-0.092270,4.292596,0.157750,4.483332,
cc-1109,HSe-,0.052250,0.280700,6.216441,0.228450,9.282848,
cc-1113,B2F4,-0.344270,-0.075250,7.320407,0.269020,4.497915,
cc-1117,NF,-0.236050,-0.166980,1.879490,0.069070,4.085514,
cc-1121,HD,-0.433960,0.100090,14.532241,0.534050,19.253151,
cc-1125,HOF,-0.307780,-0.042470,7.219453,0.265310,7.922864,
cc-1129,MgH+,-0.526410,-0.344950,4.937778,0.181460,2.560386,
cc-1133,B2,-0.202810,-0.152040,1.381522,0.050770,1.066841,
cc-1137,PO+,-0.709400,-0.423580,7.777558,0.285820,5.946914,
cc-1141,AlH2-,0.040290,0.133150,2.526849,0.092860,2.722694,
cc-1145,C2H4O4,-0.301020,-0.014030,7.809396,0.286990,6.398961,
cc-1149,H2O3,-0.293150,0.006920,8.165321,0.300070,7.699247,
cc-1153,SiF3+,-0.727090,-0.370390,9.706301,0.356700,6.860545,
cc-1157,MgF-,0.032430,0.152280,3.261285,0.119850,7.460679,
cc-1161,ClO-,0.068260,0.243000,4.754918,0.174740,5.213448,
cc-1165,HSO4-,-0.055880,0.235330,7.924228,0.291210,11.394351,
cc-1169,N2H2,-0.247820,-0.056490,5.206355,0.191330,2.877263,
cc-1173,NH2F,-0.272050,0.045630,8.644513,0.317680,10.325533,
cc-1177,SF-,0.044850,0.213680,4.594098,0.168830,6.243156,
cc-1181,C5H7N,-0.265750,0.001480,7.271699,0.267230,6.114146,
cc-1185,CSe,-0.295940,-0.087740,5.665411,0.208200,2.807467,
cc-1189,PF6-,-0.156640,0.281260,11.915866,0.437900,18.958883,
cc-1193,BH4-,-0.032330,0.416230,12.205939,0.448560,13.132463,
cc-1197,PCl,-0.200420,-0.168040,0.881105,0.032380,7.844211,
cc-1201,B2H4,-0.301780,-0.054130,6.738900,0.247650,3.887265,
cc-1205,Cl3-,-0.096910,0.051260,4.031911,0.148170,2.811013,
cc-1209,C4H6(CH3)2,-0.283950,0.083480,9.998280,0.367430,14.318428,
cc-1213,AlH4-,-0.068910,0.241920,8.458115,0.310830,11.965172,
cc-1217,BP,-0.251590,-0.195240,1.533362,0.056350,0.115540,
cc-1221,HBO,-0.360150,0.016140,10.239373,0.376290,7.614340,
cc-1225,AlP,-0.211980,-0.176930,0.953759,0.035050,1.637716,
cc-1229,H5O2+,-0.599190,-0.187780,11.195036,0.411410,1.734993,
cc-1233,S2,-0.218420,-0.184620,0.919745,0.033800,2.309171,
cc-1237,C(CN)4,-0.395720,-0.073390,8.771046,0.322330,7.177976,
cc-1241,CH6N3+,-0.484150,-0.176700,8.366141,0.307450,7.884468,
cc-1245,Na2,-0.131360,-0.055620,2.060990,0.075740,1.210205,
cc-1249,H2POH,-0.256520,-0.005780,6.822983,0.250740,11.067429,
cc-1253,Li3N,-0.107570,-0.033830,2.006568,0.073740,5.187420,
cc-1257,H3+,-1.049820,-0.337860,19.373419,0.711960,16.377386,
cc-1262,C6H8,-0.226750,0.045770,7.415647,0.272520,6.068835,
cc-1266,Al2,-0.131210,-0.093580,1.023964,0.037630,0.256317,
cc-1270,ClOF,-0.306010,-0.121700,5.015331,0.184310,5.936181,
cc-1274,H2Br+,-0.622830,-0.312790,8.436618,0.310040,1.893860,
cc-1278,BeN+,-0.540750,-0.474320,1.807652,0.066430,3.772143,
cc-1282,AlGa,-0.129770,-0.092290,1.019883,0.037480,0.994952,
cc-1286,H3Se+,-0.634120,-0.270440,9.896237,0.363680,9.742988,
cc-1290,CH2SiH2,-0.227610,-0.037170,5.182136,0.190440,3.959439,
cc-1294,CH2BH,-0.222390,-0.044240,4.847708,0.178150,3.749020,
cc-1298,C4F4,-0.209420,-0.077060,3.601699,0.132360,2.409411,
cc-1303,CH2PH,-0.270280,-0.062420,5.656159,0.207860,4.022828,
cc-1307,ClONO,-0.319530,-0.121570,5.386766,0.197960,2.935962,
cc-1311,NNOH+,-0.685280,-0.361110,8.821115,0.324170,0.415065,
cc-1315,CH3SH2+,-0.590210,-0.234920,9.667933,0.355290,3.415474,
cc-1319,HNNO+,-0.664960,-0.390200,7.476600,0.274760,0.918986,
cc-1323,ZnCH2,-0.193180,-0.105410,2.388343,0.087770,1.769346,
cc-1327,(CH3)2NH2+,-0.604270,-0.168200,11.866069,0.436070,0.117928,
cc-1331,MgCO3,-0.224400,-0.157630,1.816904,0.066770,5.306826,
cc-1335,C4H6N+,-0.462990,-0.273160,5.165537,0.189830,2.576823,
